V,I,G,P,fault_type
140.57408,9.85864,843.66488,1385.8692480512,1
138.82947,9.8532,843.52096,1367.914533804,1
137.54029,9.90107,843.41195,1361.7960391103,1
136.70587,9.87966,843.58462,1350.6075156042,1
137.67644,9.84067,843.76261,1354.8284128148,1
139.87435,9.87028,843.59377,1380.598999318,1
138.52134,9.90714,843.57951,1372.3503083676,1
140.47437,9.94108,843.42792,1396.4669501196,1
137.93761,9.88863,843.12389,1364.0139883743,1
138.63086,9.87655,843.04065,1369.194620333,1
138.76919,9.91192,843.41302,1375.4691097448,1
139.31683,9.86535,843.31465,1374.4092888405,1
136.52589,9.91252,843.46922,1353.3156151428,1
136.93262,9.9181,843.42238,1358.111418422,1
140.09138,9.86309,843.48902,1381.7338891642,1
140.6376,9.82937,843.35468,1382.379006312,1
138.21634,9.87494,843.0647,1364.8780645196,1
137.61479,9.8589,843.35319,1356.730453131,1
141.66876,9.8713,843.27867,1398.454830588,1
139.48907,9.89499,842.8369,1380.2429527593,1
133.19692,9.87322,843.60144,1315.0824944824,1
139.48588,9.87117,843.41664,1376.8888340796,1
140.73898,9.88288,842.91865,1390.9064506624,1
140.94225,9.88137,843.2576,1392.7025208825,1
136.65389,9.87059,843.24567,1348.8545200951,1
139.95487,9.91325,843.36298,1387.4076150275,1
138.08935,9.89145,843.25696,1365.9039010575,1
138.43089,9.8925,843.03724,1369.427579325,1
139.1,9.87369,843.15796,1373.430279,1
139.38516,9.86746,843.12709,1375.3774908936,1
139.38749,9.87546,843.21693,1376.5155819954,1
140.85236,9.90238,843.04533,1394.7735926168,1
138.1101,9.90427,842.77771,1367.879720127,1
138.81834,9.8834,843.03511,1371.997181556,1
139.38552,9.92016,843.15498,1382.7266600832,1
137.62993,9.88672,843.09451,1360.7085815296,1
137.59237,9.84055,843.08003,1353.9845966035,1
139.79357,9.88729,843.51564,1382.1795667253,1
141.14602,9.88559,843.41962,1395.3116838518,1
140.28599,9.87861,843.46347,1385.8305836739,1
137.5451,9.87186,843.3006,1357.825970886,1
139.01285,9.92051,843.15178,1379.0783685535,1
138.52736,9.9138,843.47263,1373.332541568,1
139.03927,9.85931,843.55587,1370.8312651037,1
140.17519,9.89186,843.42536,1386.5933549534,1
140.23097,9.90195,843.48902,1388.5600533915,1
139.27472,9.87118,843.64785,1374.8058305696,1
140.3655,9.90736,843.72705,1390.65154008,1
138.50808,9.8736,843.58462,1367.573378688,1
139.96408,9.87597,843.63508,1382.2810551576,1
141.47814,9.88506,843.45879,1398.5199025884,1
139.8874,9.89693,843.53288,1384.455805682,1
139.56823,9.86256,843.6998,1376.5000424688,1
138.73776,9.88954,843.66595,1372.0526270304,1
138.58253,9.92191,843.88247,1375.0033902323,1
139.553,9.90256,843.60676,1381.93195568,1
141.03654,9.82879,843.69895,1386.2185339866,1
136.81844,9.85924,843.7658,1348.9258363856,1
139.94247,9.86542,843.75111,1380.5912423874,1
138.71681,9.86846,843.71534,1368.9212908126,1
137.99222,9.88266,843.45283,1363.7301929052,1
140.25142,9.90327,843.30252,1388.9476801434,1
137.13011,9.86752,843.52287,1353.1341030272,1
140.26098,9.87247,843.91441,1384.7223172206,1
140.19893,9.89655,843.7032,1387.4857206915,1
141.77631,9.88368,843.56439,1401.2716796208,1
139.03497,9.85461,843.6981,1370.1354057117,1
137.61859,9.85502,844.29146,1356.2339568218,1
137.02261,9.86877,843.95209,1352.2446228897,1
140.23568,9.89949,844.17862,1388.2617118032,1
138.01469,9.8839,844.14668,1364.123394491,1
139.07536,9.87345,844.1337,1373.153613192,1
137.95446,9.87672,844.03108,1362.5375741712,1
140.382,9.87531,843.88439,1386.31576842,1
138.06915,9.90125,844.14307,1367.0571714375,1
138.41201,9.91884,844.20928,1372.8865812684,1
139.04079,9.86907,844.03874,1372.2032893653,1
135.60279,9.96977,843.50009,1351.9286276583,1
138.60055,9.98409,843.5712,1383.8003652495,1
138.21441,9.98142,843.93229,1379.5760762622,1
138.43793,9.96,843.7724,1378.8417828,1
135.2325,9.9575,843.94379,1346.57761875,1
139.23641,9.98068,843.87715,1389.6740525588,1
139.81791,9.97678,843.9374,1394.9325281298,1
143.1564,9.93968,843.91249,1422.928805952,1
139.38081,9.95895,843.76601,1388.0865177495,1
138.85301,9.97026,843.49754,1384.4006114826,1
134.82086,9.96631,843.65062,1343.6664852266,1
136.34879,9.99818,843.92952,1363.2397452022,1
137.94758,9.95117,843.65764,1372.7398196686,1
137.57531,9.95602,843.45176,1369.7025378662,1
137.18265,9.97033,843.92292,1367.7562907745,1
132.60185,9.98398,843.66084,1323.894218363,1
139.00515,9.95299,843.64274,1383.5168678985,1
137.72837,9.96444,843.73067,1372.3860791628,1
137.8877,9.98416,843.57248,1376.692858832,1
137.51994,9.99694,843.66914,1374.7785889836,1
140.19372,9.90816,843.05874,1389.0618087552,1
140.87235,9.87162,843.13752,1390.638307707,1
140.30598,9.86929,843.11623,1384.7204053542,1
140.25132,9.87464,843.17052,1384.9312945248,1
137.41806,9.88133,842.80006,1357.8731988198,1
139.59167,9.87762,842.70234,1378.8334714254,1
141.49368,9.8785,842.93398,1397.74531788,1
140.38732,9.86755,843.31231,1385.278899466,1
140.59873,9.8668,843.08685,1387.259549164,1
135.34805,9.91606,842.95314,1342.119384683,1
141.08154,9.7833,843.32168,1380.243030282,1
139.52997,9.76793,843.27974,1362.9189798621,1
141.81159,9.81317,843.2016,1391.6212406403,1
138.68619,9.81249,843.14582,1360.8568525131,1
137.74477,9.76321,843.45879,1344.8311159117,1
140.54442,9.75339,843.17329,1370.7845405838,1
140.24226,9.82928,843.54353,1378.4804413728,1
137.46412,9.81027,843.5629,1348.5601325124,1
137.47672,9.76617,843.35063,1342.6210185624,1
140.29358,9.80418,843.39854,1375.4635111644,1
139.04681,9.79621,843.46156,1362.1317505901,1
139.93245,9.79533,843.28293,1370.6845254585,1
140.14634,9.77017,843.16881,1369.2535666778,1
140.79901,9.78127,843.72918,1377.1931325427,1
139.76537,9.83226,843.43707,1374.2094568362,1
140.12559,9.79247,843.18734,1372.1756363073,1
141.70439,9.75921,843.51116,1382.9228999319,1
138.39961,9.80991,843.30848,1357.6877181351,1
139.09079,9.83348,843.47604,1367.7465016492,1
139.30782,9.79012,843.41642,1363.8402747384,1
139.3679,9.80426,843.45389,1366.399127254,1
137.63246,9.81857,843.11261,1351.3539427822,1
138.83646,9.80939,843.18712,1361.9009823594,1
140.92357,9.80568,843.53607,1381.8514318776,1
139.52192,9.81581,843.30614,1369.5206575552,1
141.2476,9.77946,843.37704,1381.325254296,1
138.23952,9.79028,843.3121,1353.4036078656,1
139.70292,9.79131,843.33083,1367.8745976252,1
138.91061,9.80266,843.39769,1361.6934802226,1
136.3704,9.80809,843.22055,1337.533156536,1
141.25109,9.82614,843.55737,1387.9529854926,1
141.46863,9.80404,843.50265,1386.9641072652,1
141.06342,9.7617,843.42494,1377.018787014,1
139.48528,9.75061,843.57291,1360.0665660208,1
139.63201,9.79798,843.55758,1368.1116413398,1
142.01247,9.82422,843.52075,1395.1617480234,1
140.76722,9.80075,843.69426,1379.624331415,1
140.13541,9.79033,843.39109,1371.9719085853,1
141.54561,9.77139,843.21203,1383.0973580979,1
140.61655,9.82686,843.41067,1381.819150533,1
140.89867,9.78678,843.61336,1378.9442855826,1
139.91909,9.82789,843.44453,1375.1094254201,1
138.56056,9.84027,843.66616,1363.4733217512,1
140.34035,9.78201,843.50329,1372.8107071035,1
140.85995,9.75962,843.43282,1374.739585219,1
140.10519,9.79496,843.28272,1372.3247318424,1
140.63629,9.83512,843.60101,1383.1747885048,1
140.16679,9.77013,843.5546,1369.4477599827,1
139.84377,9.76303,843.41046,1365.2989218231,1
139.45405,9.83103,843.60655,1370.9769491715,1
142.31616,9.7791,843.00956,1391.723960256,1
139.75044,9.77569,842.84073,1366.1569788036,1
139.08958,9.78731,842.90481,1361.3128372298,1
143.13691,9.77997,843.01318,1399.8746856927,1
140.06486,9.80362,843.09621,1373.1426627932,1
140.05979,9.79089,842.91312,1371.3099973131,1
139.70661,9.79509,842.92695,1368.4388185449,1
141.51778,9.77086,842.8039,1382.7504158908,1
139.64107,9.8278,843.03085,1372.364507746,1
138.28593,9.86171,843.02659,1363.7357387403,1
139.24253,9.88632,843.18712,1376.5962091896,1
135.85925,9.87233,843.18052,1341.2473495525,1
136.61016,9.86882,842.98529,1348.1810792112,1
136.91921,9.83467,843.51287,1346.5552470107,1
136.64073,9.87268,843.41238,1349.0102022564,1
138.39207,9.89401,843.36788,1369.2525245007,1
136.86986,9.91471,843.45964,1357.0249696406,1
140.36798,9.86029,843.19564,1384.0689895142,1
139.57036,9.88872,843.32636,1380.1722103392,1
141.17947,9.89305,843.29507,1396.6955556835,1
136.66912,9.88289,843.48796,1350.6858793568,1
136.76762,9.9123,843.2742,1355.681679726,1
139.04317,9.89897,843.15817,1376.3841685349,1
139.8497,9.85106,843.37725,1377.667785682,1
138.3864,9.84468,843.3385,1362.369824352,1
143.16703,9.90381,843.21097,1417.8990633843,1
138.0892,9.91202,843.35127,1368.742912184,1
138.46688,9.86746,843.23886,1366.3163997248,1
139.91661,9.86243,843.25845,1379.9177719623,1
138.56578,9.88986,843.24418,1370.3961649908,1
135.12409,9.91101,842.71831,1339.2162072309,1
139.00961,9.83515,843.1241,1367.1803657915,1
140.60126,9.84011,843.27101,1383.5318645386,1
139.70504,9.91991,842.87564,1385.8614233464,1
138.6006,9.90817,843.18031,1373.278306902,1
141.04337,9.85041,843.1075,1389.3350222817,1
138.21538,9.89667,843.21544,1367.8720047846,1
140.16684,9.93053,843.03532,1391.9310096252,1
138.65567,9.89817,842.95357,1372.4373931239,1
139.02353,9.87483,843.284,1372.8337247499,1
139.29102,9.85036,843.40663,1372.0666917672,1
137.14378,9.90487,843.23886,1358.3913122086,1
138.79536,9.93773,843.22247,1379.3108129328,1
139.03061,9.85077,843.23758,1369.5585620697,1
137.38106,9.82443,843.284,1349.6906072958,1
138.66564,9.8961,843.31891,1372.249040004,1
137.32467,9.90877,843.37427,1360.7185703559,1
137.37185,9.88364,843.11729,1357.733911534,1
139.73202,9.87264,842.84286,1379.5239299328,1
140.94953,9.85465,843.17584,1389.0082858145,1
140.72759,9.86658,842.79879,1388.5000249422,1
140.52914,9.87848,842.86479,1388.2142989072,1
135.68372,9.90324,842.91397,1343.7084432528,1
138.75451,9.87136,842.77877,1369.6957198336,1
138.75988,9.86088,842.83243,1368.2945254944,1
139.05779,9.91601,842.79091,1378.8984362179,1
136.91774,9.90466,842.73342,1356.1236626684,1
140.71458,9.84589,842.85648,1385.4602760762,1
137.35616,9.84974,842.85627,1352.9224633984,1
138.65977,9.88995,842.8931,1371.3381923115,1
137.37205,9.8588,842.50604,1354.32356654,1
139.22664,9.89425,842.48667,1377.54318282,1
138.93855,9.91159,842.47453,1377.1019427945,1
140.69039,9.88304,842.44111,1390.4487519856,1
137.05379,9.86904,842.5384,1352.5893356616,1
138.82107,9.89292,842.44153,1373.3457398244,1
137.19283,9.8724,842.54096,1354.422494892,1
138.38584,9.88382,842.72682,1367.7807331088,1
140.11152,9.86521,842.8584,1382.2295682192,1
137.88639,9.87531,842.80645,1361.6708460309,1
140.30259,9.91508,842.83626,1391.1114040572,1
139.21186,9.9211,842.79666,1381.134784246,1
137.37574,9.86729,842.73492,1355.5262655446,1
140.76591,9.85315,842.83221,1386.9876261165,1
138.8604,9.8976,842.71661,1374.38469504,1
137.37615,9.91468,842.68488,1362.040566882,1
141.65782,9.86576,842.82135,1397.5620542432,1
138.91618,9.86169,842.70617,1369.9483031442,1
138.077,9.90995,842.79495,1368.33616615,1
135.653,9.91892,842.86862,1345.53125476,1
136.23466,9.86273,842.8931,1343.6456682218,1
133.73535,9.90705,842.94314,1324.9227992175,1
138.09719,9.9033,842.69893,1367.617901727,1
138.60237,9.86317,842.69681,1367.0587377129,1
141.94126,9.87602,842.63272,1401.8147225852,1
142.49619,9.91185,842.77111,1412.4008608515,1
139.00409,9.82234,842.67786,1365.3454333706,1
139.04413,9.82031,842.98699,1365.4564602803,1
136.53667,9.90849,842.69957,1352.8722293283,1
139.59607,9.89724,842.68084,1381.6158078468,1
138.81059,9.86633,842.35445,1369.5510884347,1
139.92724,9.89008,842.41279,1383.8915977792,1
139.38592,9.88283,842.6225,1377.5273517536,1
137.97471,9.86567,842.30634,1361.2129572057,1
140.31509,9.86198,841.97889,1383.7846112782,1
136.58779,9.88401,842.23672,1350.0350822379,1
138.83934,9.85449,842.39129,1368.1908876366,1
142.85393,9.85373,842.14219,1407.6440556589,1
136.9228,9.89149,842.2908,1354.370506972,1
140.51431,9.90184,842.19137,1391.3502153304,1
143.08989,9.86351,842.59589,1411.3685609139,1
137.39852,9.84674,842.68361,1352.9275028248,1
137.06457,9.88373,842.57481,1354.7092024461,1
135.50981,9.90954,842.92759,1342.8398825874,1
136.35238,9.89649,842.65784,1349.4099651462,1
139.80743,9.85562,842.49582,1377.8889032566,1
138.44051,9.89796,842.55309,1370.2786303596,1
138.52447,9.91585,842.54288,1373.5878658495,1
139.96014,9.87593,842.61888,1382.2365454302,1
141.25975,9.83774,842.65167,1389.676692965,1
138.29874,9.89858,842.83541,1368.9611417892,1
138.52468,9.86667,842.73151,1366.7773044156,1
139.66207,9.87183,842.80539,1378.7202124881,1
139.11848,9.90254,842.72044,1377.6263129392,1
136.63952,9.90628,842.94931,1353.5893441856,1
138.90469,9.87252,842.87288,1371.3393301188,1
140.25592,9.86419,842.88267,1383.5110435048,1
142.05484,9.88153,842.9591,1403.7191631052,1
139.85243,9.87902,842.58673,1381.6049530186,1
138.17954,9.86428,842.62144,1363.0416728312,1
141.1903,9.85716,842.87735,1391.735377548,1
138.621,9.89195,842.64273,1371.23200095,1
138.29686,9.8752,842.77324,1365.709151872,1
139.68216,9.86481,842.70937,1377.9379687896,1
137.3558,9.86196,842.64507,1354.597405368,1
138.3367,9.86884,842.85435,1365.222758428,1
139.67842,9.88921,842.77877,1381.3092278482,1
138.3491,9.83466,842.78729,1360.616359806,1
137.60356,9.85178,842.53308,1355.6400003368,1
137.72473,9.90806,842.55522,1364.5848883238,1
141.05603,9.75208,842.71064,1375.5896890424,1
137.39796,9.76396,842.53436,1341.5481855216,1
140.50737,9.78129,842.9459,1374.3433331073,1
139.0421,9.77909,842.66168,1359.705209689,1
138.17924,9.80499,842.62527,1354.8460664076,1
142.9214,9.78225,842.74279,1398.09286515,1
141.20766,9.79315,842.83945,1382.867795529,1
137.16595,9.75025,842.80113,1337.4023039875,1
138.40229,9.77204,842.79261,1352.4727139716,1
140.78155,9.79701,842.69042,1379.2382531655,1
139.38835,9.78748,842.83179,1364.260687858,1
138.28892,9.76988,842.60419,1351.0661537296,1
141.30555,9.81278,842.76366,1386.600274929,1
141.40091,9.81081,842.82838,1387.2574618371,1
136.03762,9.76416,842.85734,1328.2930876992,1
140.67374,9.74414,842.77324,1370.7446168836,1
138.43793,9.82256,842.65699,1359.8148737008,1
140.30795,9.82975,842.66913,1379.1920715125,1
140.02603,9.79675,842.84775,1371.8000094025,1
140.32132,9.77132,842.81859,1371.1245205424,1
139.84084,9.76857,842.45729,1366.0450343988,1
139.98099,9.81435,842.37851,1373.8224292065,1
141.08007,9.80808,842.41258,1383.7246129656,1
140.11901,9.7523,842.17029,1366.482621223,1
140.77608,9.79535,842.33913,1378.950975228,1
139.9695,9.83893,842.42003,1377.150112635,1
139.69067,9.81678,842.43323,1371.3125754426,1
140.46157,9.76656,842.4592,1371.8263510992,1
137.86432,9.74307,842.38022,1343.2217202624,1
141.32357,9.77177,842.48582,1380.9814216189,1
143.78229,9.75911,842.26354,1403.1871841619,1
141.87096,9.75331,842.19456,1383.7114528776,1
137.10334,9.7808,842.21969,1340.980347872,1
139.145,9.80695,842.22884,1364.58805775,1
142.07564,9.74848,842.18605,1385.0215350272,1
139.84828,9.78629,842.25545,1368.5958240812,1
140.16421,9.82131,842.27738,1376.5961573151,1
139.9692,9.79126,842.38767,1370.474829192,1
139.95922,9.74671,842.347,1364.1419291662,1
138.61922,9.78423,842.3436,1356.2823309006,1
139.67725,9.80224,842.52244,1369.14992704,1
139.55457,9.80762,842.41173,1368.6981918234,1
138.99053,9.76595,842.26908,1357.3745664535,1
139.19217,9.72633,842.49114,1353.8289788361,1
142.52899,9.78631,842.56204,1394.8328801269,1
142.41728,9.80368,842.62825,1396.2134395904,1
141.14414,9.77574,842.18605,1379.7884151636,1
140.99362,9.73478,842.17221,1372.5418721036,1
142.44558,9.74022,842.65848,1387.4512872276,1
139.01295,9.8078,842.36297,1363.41121101,1
139.08801,9.75301,841.94845,1356.5267524101,1
139.29325,9.76965,841.95164,1360.8462998625,1
137.81284,9.79696,842.17583,1350.1468809664,1
138.97792,9.78247,842.347,1359.5473330624,1
139.45648,9.73203,841.94248,1357.1946470544,1
142.63219,9.76628,841.67955,1392.9859045532,1
138.86718,9.79042,841.8471,1359.5680164156,1
138.48206,9.76428,841.99103,1352.1776088168,1
143.45345,9.75539,841.82794,1399.4443515955,1
140.31418,9.78481,841.86605,1372.9475916058,1
139.52906,9.78027,841.71638,1364.6318796462,1
141.0949,9.73999,841.73363,1374.262915051,1
138.75866,9.80419,841.58438,1360.4162667854,1
139.57005,9.81951,841.78068,1370.5095016755,1
139.0292,9.77186,841.89565,1358.573878312,1
139.28616,9.7276,841.82688,1354.920050016,1
138.74085,9.77768,841.39383,1356.563634228,1
137.42175,9.80708,841.76535,1347.70609599,1
140.7402,9.76688,842.07385,1374.592644576,1
142.72243,9.72442,841.60311,1387.8928527406,1
138.58906,9.84635,841.55457,1364.596390931,1
137.86402,9.86437,841.62313,1359.9417029674,1
139.84904,9.84684,841.24373,1377.0711210336,1
137.05915,9.84855,841.18689,1349.8338917325,1
140.18233,9.85152,841.7381,1381.0090276416,1
140.71271,9.83605,841.532,1384.0572511955,1
140.61822,9.847,841.33933,1384.66761234,1
138.85675,9.86798,841.65464,1370.235631865,1
136.75127,9.87358,841.37914,1350.2246044466,1
137.60092,9.87858,841.46324,1359.3016962936,1
139.23251,9.86034,841.11045,1372.8798876534,1
138.28198,9.87088,841.33677,1364.9648307424,1
139.65716,9.87495,841.28738,1379.107472142,1
138.7947,9.83858,841.14367,1365.542759526,1
138.37344,9.85953,841.40831,1364.2970828832,1
140.28482,9.87222,841.36402,1384.9226057004,1
140.66205,9.86597,841.45025,1387.7675654385,1
138.8772,9.86385,841.12152,1369.86386922,1
136.53636,9.86544,841.12472,1346.9912673984,1
139.99713,9.85673,841.08043,1379.9139111849,1
139.73789,9.88934,841.92652,1381.9155050926,1
141.09768,9.84756,841.76258,1389.4678696608,1
137.23843,9.84931,841.60673,1351.7038409833,1
138.21037,9.87139,841.83156,1364.3284643143,1
138.8148,9.89917,841.93226,1374.151303716,1
138.74662,9.8893,841.77876,1372.106949166,1
139.75323,9.87033,841.89479,1379.4104986659,1
139.1817,9.86805,841.79579,1373.451974685,1
138.01489,9.88693,841.77429,1364.5435563877,1
137.10516,9.86395,841.7943,1352.398442982,1
138.45635,9.83563,841.25587,1361.8054297505,1
137.38364,9.82778,841.5254,1350.1761895192,1
140.47665,9.88191,841.43982,1388.1776124015,1
140.64281,9.866,841.7481,1387.58196346,1
142.61908,9.83338,841.7975,1402.4276088904,1
138.8151,9.85621,841.26992,1368.190776771,1
139.13417,9.89558,841.30249,1376.8133099686,1
138.09157,9.87831,841.56586,1364.1113368467,1
140.83925,9.84521,841.59162,1386.5919924925,1
138.68391,9.86637,841.52924,1368.3067691067,1
138.20338,9.91366,841.69828,1370.1013201708,1
139.95917,9.88009,841.71297,1382.8091959253,1
139.26313,9.79932,841.73533,1364.6839750716,1
137.05263,9.8356,841.69615,1347.994847628,1
138.70739,9.89936,841.92056,1373.1143882704,1
136.83954,9.86981,841.80218,1350.5802602874,1
139.4046,9.82463,841.50156,1369.598615298,1
140.38499,9.8369,841.64271,1380.953108131,1
137.04109,9.88384,841.96271,1354.4922069856,1
137.87439,9.86345,841.90097,1359.9171520455,1
137.85015,9.85074,841.80601,1357.925986611,1
140.51699,9.88407,841.78472,1388.8797653493,1
137.73505,9.90765,842.09727,1364.6306681325,1
140.07316,9.88116,841.84923,1384.0853056656,1
139.10977,9.85493,841.65059,1370.9170456661,1
139.26819,9.87459,841.75768,1375.2162762921,1
139.70281,9.89829,841.6953,1382.8189271949,1
139.65407,9.87211,841.64697,1378.6803409877,1
138.3658,9.87425,841.58736,1366.25850065,1
140.11228,9.88699,841.78706,1385.2887112372,1
140.47371,9.85637,841.64271,1384.5608610327,1
139.46498,9.86487,841.74832,1375.8038972526,1
136.94988,9.90632,841.65017,1356.6693352416,1
136.22868,9.90014,841.73916,1348.6830040152,1
138.70304,9.8547,841.73724,1366.876848288,1
138.24696,9.88249,841.75747,1366.2241997304,1
138.02816,9.8887,841.99933,1364.919065792,1
138.92696,9.87283,841.80112,1371.6022584968,1
137.28145,9.84073,841.81815,1350.9496834585,1
141.15806,9.84935,841.6425,1390.315138261,1
139.06058,9.86968,841.7183,1372.4834252144,1
139.17476,9.87723,842.00998,1374.6611147148,1
